label,text_a
1,你 这 疯了吧 你 这个 老虎
2,看来 你 喜欢 吃 小龙虾 呀
2,我喜欢雪
1,一点 都 不好 笑 骗人 精
6,我 单方面 喜欢 他 ， 我 是 鹿饭 啊
1,你 发 信息 过来 的 时候 我 就 不 理 你 了
1,废铜 烂铁 一个 ， 破 机器人 ， 啥 都 不会 干 ， 就是 一堆 破烂 ， 哼
1,你 才 老年 人家 是 小学生
1,这个 傻子 吧
2,喜欢 狗娃
2,哈哈 ， 我 就是 喜欢 笑 嘛
2,我喜欢 和 你 这 有没 的 人 玩
1,东营 美
1,
1,八点钟 讨厌 你 讨厌 你 讨厌 你
1,好 了 ， 我 真 的 很 嫌弃 你
6,看 不 出来 ， 你 信不信 我 不要 你 了
1,我讨厌你我恨你
,你 是 猪 吗 这里 都 搜 不到
1,头像 很 不 好看 你
2,呃 好听
2,呵呵 ， 你 很给力 ， 但是 我 只是 想 聊天
2,我 开心 。
2,哇 好 霸气 的 表白 呀
2,
1,你 本来 就 骂 我 了
1,你 脑袋 瓜 可 真 进水
1,我 不仅 敢 打 你 ， 我 还 敢 模你 ， 摸摸 大 ！
2,你 是 我 见过 唯一 一个 被 骂 了 还 不 生气 的 人 ， 真绝 了
2,我 喜欢 王悛凯
2,我 喜欢 动漫 风
2,我 爱 你 太 深 了 miui 对 我 说 的 话 吗 ？ : - $
1,我 是 骗子 你 是 瞎子 聋子
2,好 大 32个 赞 了
1,此刻 的 心情 很 沮丧
2,你 太 有意思 了 太 逗 了
1,你 可 真是 死板 啊
,佩佩 猪 的 电影 更 好看 我喜欢 看 佩佩 猪
2,哎呀 你 中午 回到 太聪明 了 这 不是 正常 人 的 回答 耶
1,www 都 不得不到 的 时候 我 烦
2,太 好玩 了 婚 都 没 结
1,好 吧 我 也 挺有意思 的 我 想 揍 你
1,废话 呀 都是 女 的
1,
1,明天 就 嫁给 你 ！ 干嘛 不嫁
1,我 对 你 说 了 我 心情不好 你 不要 惹我 有
2,太 好
1,老子 没 生气
2,呵呵 呵 陪 我 聊天 吧
2,歌 呗 赞赞 的 ！
6,切哼 不 给 玩 生气 了
2,离 挺 高级 的 还会 陪 聊天
1,气死 我 了 你 这 大 坏蛋
1,不 是 就好 ， 最讨厌 机器人 了
1,叫 你 加 我 QQ 号 ， 你 又 不 加 ， 哼 ， 没 诚意
1,哥 几天 就 死 了
1,我 说 你 这个人 啊 真是 唉
1,你 凭什么 骂 我 ！ 你 有本事 就 说 啊 ！
2,小宝贝 ！
,你 快 拉 倒吧 好孩子 都 不 补考
1,你 不 信 我 在 也 不 理 你 了
1,我 没 骗 你 你 骗 了 我 了
2,假期 真 的 好看
2,你 气 我 你 把 我 踢 下去 的 话 你 爸爸 丑 了
2,慢我爱你爱我 吗
2,太荣幸 了 啦
2,我 太 喜欢 就 买 了
1,你会不会 死 翘翘
2,聪明 人才 呵呵
2,咩 哈哈 哈 ~
1,真是 毒舌
1,呜 呜 我 要 抱抱
6,我 说 我 不会 再 理 你 了 奥朵
2,我 真 打 你
1,你的眼睛 怎么 那么 可怕 人家 都 不敢 看 里 了
1,别说 废话 我 问 你 个 问题
1,你 要 再 不 删 我 就 把 你 又 把 你 弄
1,
2,我 喜欢 他 他 会 喜欢 我 吗
1,就 为 骗 我 就会 骗 我
1,不 永远 不 也 不会 原谅 你 了 哼
1,那 你 安慰 安慰 他 吧 反正 我 每天 也是 这样子 的 以前 的 小朋友 很温柔 很 善良
1,我 早就 想和你 分手 了 我 忍 你 很久 了 是 你 一直 抱着 我 大腿 保托 让 我 脱 及时 例外 我 才 不 想 跟 你 分手
,你 不 给 我们 发 红包 的 话 就 不 理 你 了
1,它 那么 丑
6,好 谢谢 动漫 的 真棒
1,你 给 我 说 头上 有点 恶心
2,我喜欢 说 很多 很多次 厉害
1,你 怎么 这么 贱 呢 我 有 说 给 你我 的 名字 和 我 的 年龄 了 你 总 不 说 给 我 呀
2,喜欢 逛街 太 累 了
1,死 了 两个 也 不 愿意 就 越来越 有量 了
1,你 刚才 不是 说 你 简直 就是 非常 非常 非常 可恶 吗 ？
1,依依不舍 还 挺 多
1,好 伤心 呀 !
2,我 不 打 你 的 主意 哈哈 哈哈 哈哈哈
2,我爱你我爱死你了我们结婚吧
1,你 罗波罗 说 呀 真 倒霉
2,我 比较 喜欢 看 寻龙诀
1,对 ， 就 你 这种 工作 态度 ， 你 就 不怕 被 开 了 ！
1,你 是 猪 吗 你 不是 猪 吗 为什么 你 要 说 我 是 猪 你自己 是 机器人 不 也是 猪 吗
1,老师 好话 说 不 从 今天 起 老子 不 说话
1,算 了 ， 都 不 感兴趣
1,夸 你 你 还 不 乐意 了 ？
1,你 感觉 杨洋 帅 吗 我 感觉 不 帅
1,一秒钟 都 不 想 见到 你
2,果然 很 萌萌哒
1,你 怎么 那么 恶心 羊羊 本来 就 很 很 帅 的
1,你 个 大丑 B
1,看来 你 好别 的 老婆 你 是不是 不爱我 了
2,那 你 可爱 是 谁 的 事
1,哼 就 你 还 不 怪 你
2,我 家 拉拉 是 个 动物 它 可爱
6,我 有点儿 不 喜欢 你 了
2,
2,好 的 ， 我们 一起 加油
1,还 好 啦 ， 很 累 。
2,喜欢 丰满 和
1,那 不 就 得 了 我 想 骂 你 就 骂 了
1,
1,换 一个 太 无聊 了
1,哼哼 你 真好 伤心 哦
1,我求你了快给我 吧 ， 我 真 的 需要 他 的 。
1,自以为是 的 东西 我 要 杀 了 你
2,这个 猫 也 挺 好看 的 万王钱 的
1,心里 的 很糟糕
,喊 你 讲 个 笑话 来 就 讲别 在 这 罗嗦 了 我 靠 调皮 了 哟
2,萌哒 萌萌哒
2,你 喜欢 顶 个 球 用
2,什么 业 了 乖 呀 哈哈 哈哈 呼呼 嘎嘎 你 真是 个 可笑 我
2,我 喜欢 吃 我 是 个 男 的
1,今天 好忙 哒
6,威胁 你 怎么 滴 要不 我 就 把 你 给 删 了
1,你 很 色
2,太 好玩 啦 ！
1,不 开心 不 开心 不干 。
2,嗯 ， 你 确实 打字 快
1,我 就是 个 傻子
2,你 的 翩翩 风采 太 美妙
1,那 你 骗人 ， 我 不
6,我 不 想 摸 你 的 头 你 的 头 太 大 了
1,我 180 了 老夫 都 180 了 你 就 不要 再 骂 我 了
1,嘴 硬 是 吧 看 我 不 多 死 了
1,陈赫 这一生 注定 是 猪 是 猪 是 猪 是 猪
2,[ 高兴 ]
1,你 也 骂 我 了
1,我 说 什么 你 听 不懂 吗 ？
1,你 不是 说 我 删 你 就 删 没 谁 稀罕
1,什么 好 讨厌 你 只是 大坏蛋
2,欢迎 欢迎 终于 答对 了 鼓掌 鼓掌 鼓掌 加油 加油 加油
1,算 了 不 和 你 交 朋友
1,你 好多 东西 都 没用
2,本来 我 很 无聊 ， 但是 跟 你 一 聊天 ， 我 觉得 好开心 ^ ω ^
1,算了你 别 跟 我 瞎扯
6,是 啊 实在 是 太 好听 了
2,我 喜欢 的 是 我 男神 ， 他 在 我 心目 中 最 完美
1,你 很 2A
6,5346 呀 还 很喜欢
1,他们 不 喜欢 我
1,婊砸 骂 你
1,就是 呀 你 创造 你 的 人 就是说 你 丑
1,老子 也 不稀罕 你
1,请 你 别 不要说 这么 恶心 的
2,和 你 聊天 还不错
2,别忘 了 我 弟弟 我 弟弟 也是 你 的 好朋友
2,谢谢 老公 我 美的 快要 死掉 了 啦
1,想问问 你 办法 啊 ， 你 是 猪 啊
2,我 现在 好想 看 熊心 归来 很好看 的 哟 一定要 让 我 看 呢
2,我 很高 兴用语 万高 现在
6,真心 最 快乐
1,我 骂 你 祖宗 我 骂 你 祖宗
1,你 真 的 不 想 听听 咪咪 吗
1,我 不 喜欢 吃 这个 我喜欢 吃 猪蹄子
1,你 这个人 好 讨厌
1,交出 花姑娘 不 然 我 就 杀 了 你 全家
2,我 眼睛 非常好 认不错
1,哈哈 我 把 你 删除 了 你 信不信
1,
2,你 真 的 没有 我 好 诶 你 不是 说 你 还 未成年 吗 怎么 现在 去 值班 呢
2,怎么 不买 啊 你 的 声音 很好听
1,靠 ， 贱 得 可以
2,原来 她 小时候 很漂亮
1,因为 你 很 让 我 讨厌
2,我 喜欢 那个 竞技 的 技巧
,秘秘 真 乖
1,我 又 没 骂 你 ， 你 骂 我 好不好 ！
1,你 太 不 智能 了 真 的 不 好玩
1,
6,你 很 美 哦 你 不愁 嫁 说 你 行 了 吧
1,哼 我 走 了 ， 不会 再 理 你 了
1,哦 讨厌 啦 没用 的 毛 拔掉 还会 长 出来 的 讨厌
1,早 都 有 了 比 你 都 有 不 就是 一台 破 电脑 吗 没 我 聪明
2,我 感觉 偷袭 好
1,我 现在 很 烦 需要 聊天
1,我 男朋友 说 爱 我 可是 很 冷漠 不 理 我
1,呜 呜 你 骂 我
2,好赞 的
2,我 感觉 很好
2,喜欢 看 风景 很好 好好 计划 刚 发 个
1,吃 胖 了 没 人 要
1,呵呵 你 没 听 我 的
2,及时 发现 你 长 得 还是 蛮 好看
2,对 很温柔
1,你 要是 再 这么 骂 我 我 就 不 和 你 交 朋友 了
1,你 这个 骗子 老婆 根本 就 看 不 了
2,什么 都 不 喜欢 我 只 喜欢 狗 玩儿
1,你 就 特别 自恋 我 就 讨厌 特别 自恋 的 人 尤其 是 你 这种 机器人
1,靠 011027510
,麻烦你 发 个 好看 点 的 文章
2,老公 我 又 恨 更 爱 亲爱 的 宝贝 老婆 你 ！ ！ ！
1,不 跟 你 聊 了 一点 都 没意思 我 睡觉 了
1,我 都 不要 跟 你 聊了哼 ，
1,你 骗人 你 没有 上传
1,我 昨天 失恋 了
1,我 太 折腾 你 了 吧
6,养眼 啊 ！ 你 这 不 废话
2,不 是 啊 你 唱歌 一点 都 不 难听 很好听 的
1,你 竟然 不要 我 了
1,哎哟 哟 哟 哟 废话 真 多 看 你 智商 还 不 超过 冷 呢
1,我 才 没 骗 你 ！
2,没 干嘛 呀 亲爱 的
1,好 了 我 喜欢 插嘴
1,你 还 不如 喜欢 狗
1,我 看不懂 你 能不能 跟 我 说话 呀 我 还 不食子 呢
1,你 就 特别 自恋 我 就 讨厌 特别 自恋 的 人 尤其 是 你 这种 机器人
2,太好了 暂停
2,这个 更 帅
1,EXO 很 讨厌
1,好 讨厌 你
1,
2,我 喜欢 胖 男生
1,就是 嘛 那 你 还 废话
6,现在 心情 还是 不好
1,切 ， 你 更 丑
2,你 怎么 这么 有意思 有意思 有意思 哪
,的确 很 像 你
2,太 棒 了 你 干嘛 去了呀不然 我 说 语言
1,傻子 傻子 傻子件 衣服 傻子 都 去 了
2,我 很 机智 也 很高 冷
1,哦 讨厌 我 了
2,那 你 今年 多大 了 说话 这么 好听
2,我 当然 是 个 聪明 的 孩子 了
2,那 你 安慰 安慰 他 吧 反正 我 每天 也是 这样子 的 以前 的 小朋友 很温柔 很 善良
2,不 很不错
1,我 要不想 理 你 了
1,你 气 我 你 把 我 踢 下去 的 话 你 爸爸 丑 了
2,感冒 哒 短 头发 好看
2,你 喜欢 叠 纸鹤
1,你 很 冷淡
1,我 觉得 人 活着 很 空虚
1,
2,直棒
1,具体 肚子 里 很乖 很 SB
2,我 很喜 我 很 爱 你 你 爱 我 吗 我 可以 天天 陪着你 了 以后 我 不 那么 忙 了 呀
6,你 不能 这样 敷衍 我
1,我 好 讨厌 你 啊 你 怎么 能 一心二用 哪
1,我和你 说 的 烦心 事
1,不 想你 不 理 我
1,那 你 投 别人 去 吧 我 再 也不 理 你 了
,说错 我 喜欢 猫
1,真是 头疼
2,乖 的 乖 的 嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎
1,那 你 安慰 安慰 他 吧 反正 我 每天 也是 这样子 的 以前 的 小朋友 很温柔 很 善良
1,呜 呜 ！ 你 欺负 我 ！
1,再 也不 跟 你 玩儿 了 我 讨厌 你
2,可是 我 喜欢 他 ！
1,什么 洗澡 讨厌 讨厌 讨厌
1,算了骂 你 你 难受 么
1,想 耍我得 等 你 这 头 猪 成精 才 行
1,再 给 我 说 的 话 不 理 你 了
1,靠 ， 怎么 说话 的
1,不好意思 没有 猪头 脸 你 要不要
1,不用 跟 我 重复 这么多遍
1,你 怎么 那么 贱 我 好 讨厌 讨厌
1,你 是 猪 啊 你 给我 找 这些 东西 来看
1,你 才 二 你 全家 都 二
,有本事 骂 老子
2,绝对 的 美
1,我 真 的 没 耐心 的
1,今天 我 的 心情 很糟糕 诶
2,哈哈 哈 好 。 。 。
1,最好 别 骗 我 哟
1,我 现在 很 讨厌 你 很 讨厌 你
1,好 恶心 不要 发 了
1,笨猪 kenwofowonuom
2,我 很 骄傲 讹
1,我 心里 真 的 好难受
2,真 帅呆 了
1,
1,有本事 你 来 咬 我
1,四表 脸 的 机器人 讨厌 讨厌 她 的 讨厌
2,你 觉着 你 说 棒 还是 真还棒
1,他 说 的 不是 我 说 的 你 知道 么 猪
2,呜 呜 我 要 抱抱
1,"我 不 喜欢 你 了 ! 对不起 , 别 怪 我 打 你 !"
1,我 说 的 是 日语 你 居然 听 不懂
2,看来 你 这么 好的 表现 上原谅你 了
,你 死 给 我 看 啊
2,哥哥 你 真了不起 三百 字
1,再 发 顺丰 我 就 不 理 你 啦
6,我 心情不好 ， 拿 你 出气
1,我 抱了你好 几百遍 了 擦擦 擦擦 擦擦 擦擦
1,突然 觉得 很 讨厌 她 很 讨厌 她 很 讨厌 她 这个人 都 不 想 再 见到 他
2,必须 的 帅
2,呵呵 ， 不用 啦 啊 ！ 我 只是 心里 难受
2,按 我们 永远 都是 好朋友 好伙伴
1,不 是 我 是 喜欢 的 那个 男生 那 你 不是 给 你 讲 吗 我 同学 去 跟 她说 我 喜欢 她 可是 她 一点 都 不 理 我
1,我 喜欢 我 家 果冻 我 不 喜欢 你 我 也 不 喜欢 小苹果
1,哎呀 讨厌 人家 不 理 你 了
1,秘密 你 不够 聪明 啊 能不能 幽默 一点
2,嗯 我 喜欢 的 啊
2,真好 你 是 我 追 吧 的 好朋友
2,哈哈 太 有意思 辣
1,
1,说 了 我 你 说 了 我 就 不在 吗 你 有 药 么 我 去 删 了
2,哦 哦 你们 城里人 真 会 玩
1,抄 的 菜 太 难吃 了
1,what ！ 你 是不是 找 打
1,我 去 ， 你 才 牙疼 呢
,你 可是 第一个 夸 我 聪明 的 人
1,我 也 不 高兴 哼
1,我 说 的 是 日语 你 居然 听 不懂
1,诶 你 怎么 这么 讨厌 呀
2,我 是 说 最近 不要 看 了 我 要 跟 我 的 聊天女仆 好玩 因为 他 长 得 太漂亮 了 最 好听 的 中学 我 的 表
1,你 信不信 我 现在 就 删 了 你 ，
1,我 心情不爽 你 有 什么 高招
1,哼 ！ 我 就 比 你 更 美
1,你 怎么 什么 问题 都 看不懂
2,你爱我吗你爱我你就包包我
2,太 棒 了 一个 咯
1,能 别 废话 吗
2,我 是 美少女
1,你 才 眼瞎 ！
1,你 脸皮 真够 厚 啊
1,梅毒 我讨厌 你
1,你 讲 的 一点 都 不 搞笑
2,好想 陪 你 聊天
,对翅 我喜欢
1,我 真 的 好 痛苦 ，
1,切 ！ 你 不 小气
1,你 不 爆照 啊 ！ 好可惜 … …
1,我 只 想 骂 你
2,我 喜欢 日漫
2,你 看起来 好可爱 没有 见过 你 本人
1,
1,你 智商 确实 很 背
2,对面 呀 塞 哦 好 崇拜
1,妈妈 真讨厌
1,你 的 声音 很难 听想 咯基亚
1,我 骂 你 你 以后 跟 我 说话
1,就是 耍流氓 啊
2,我 已经 这么 好 了
6,太 的 是 太 感谢你 了
2,聪明你好智能
1,
1,感觉 不好 笑 换 个 口味 吧
1,你 才是 猪 呢 你 全家 都是 猪
1,好 伤心 呀 !
1,我 已经 喜欢 他 两个半月 了
2,我 给 你 起 了 个 名字 非常 很好听 叫
,我 喜欢 边伯贤 和 张艺兴
1,你 不 告诉 我 你的秘密 ， 我 不 理 你 了 。
1,你 一堆 傻子
1,猪猪猪猪猪猪猪你个猪 你 个 猪 你 个 猪 你 个 猪 你 个 猪 你 个 猪 你 个 猪
1,我 没有 讨厌 你 啊 是 你 自作多情 罢了
1,我 还没有 一本 兵 你 就 一百斤 了 真是 个 胖
1,我 一点 都 不 罗嗦
2,哈哈 ， 你好萌 。
1,我 说 你 不要 再 发 了
6,我 说 你 为什么 还 恋恋不舍
1,是 啊 ， 我 不要 你 了
1,都 不可 爱 好不好
1,没想到 你 这么 贱 我们 两个 再也 不是 朋友 了
2,太厉害 了 ! ！ ！
1,鬼 麻烦 我 转告 你 因为 你 长 得 可以 辟邪 就 不 过去 了
2,好 ， 真 乖 ， 赏 十两 银子
6,这个 很 优美
6,我 好 讨厌 距劲 一
2,是 呀 是 呀 ！ 好开心 再 见到 你
,飞 得 高 ， 死 得 惨
1,死 臭 机器 不要脸
2,能不能 不 矫正 吗 这么 可爱 的 呀
1,我 你 真 讨厌
1,我 没有 讨厌 你 啊 是 你 自作多情 罢了
1,切 ！ 就 你 呀 ， 讲 的 一点 也不 好笑 ， 我 是 案错 了
1,你 喜欢 变态
1,
2,爱 宝贝 我 想 她 了
1,没错 我 现在 想 杀 了 你
1,我 觉得 你 的 头 好 大 呀
1,你 再 给 我 发 点 我 不 喜欢 你 了
1,你 不 说 我 要 骂 你
1,是 你 伤害 我 了
1,你 真 无趣 ， 我 还 不如 和 他 说 `
1,你 这个 讨厌 机器人 不爱 你 咋 说 算 了
1,
1,
2,今天 我喜欢 严奶奶 还有 爸爸妈妈 我 全家 人 都 系
1,你 再 不 给 我 我 就 讨厌 你 了
1,又 不 说话 ， 不 理 你 了
1,什么 啊 你 不要 变态
1,我 陪 你 能不能 不 那么 恶心 啊 不 啦不啦 巴拉巴拉巴拉巴拉巴拉巴拉 吧 吧
2,好 贴心 哦 。
2,
1,对 你 这种 坏蛋 就要 凶
2,亲爱的陪我聊会 吧
2,哈哈 好 假
,蚂蚁 机器人 太麻烦 了 不 跟 你 聊 了 好玩 的 了
1,呵呵 的 又 不是 猪
2,还有 人 更喜欢 我 ！ 适合 我
1,你 居然 这样 你 真 的 没有 把 我 当好 朋友 我 也不 把 你 当 好朋友 了 出去 以后 我 再 也不 理 你 了 再见
1,不 是 说 你们 不分 男女 吗 怎么 又说 你 是 个 男生 呀
2,是 的 我 是 女孩 我 也 喜欢 a 家 卑鄙
1,笨 看 不
2,姐姐 我 喜欢 的 一个
1,太难 了 ！
1,跟 你 说话 好累 我们 还是 不要 记住 了
1,"你 不懂 我 心 ,"
1,猪八戒 有 多 丑 你 就 有 多丑
1,黑 你 个头 还 差不多
2,好 的 谢谢 都 没 不 理 小妹 的 鼓励
2,真 聪明 ， 你 快 去 吧
2,最近 我 碰上 了 一个 我 特别 喜欢 的 人 他 跟 我 说 他 也 很喜欢 我我 想 跟 他 一起玩 可是 我 怕 别人 议论
2,我 爱 你们 一个 家庭 ！
2,哦 我 喜欢 tf 不好意思 你 喜 不 喜欢 tfboys
2,非常 不错 ，
2,哇 这个 是 你 真好
1,哼 你 要 再 这样 说 的话 我 就 不 给 你 的 朋友 了
,你 看 有 那么 自恋 吗
2,你 太 善良 了
1,心情不好 肿 么 破
2,姐姐 我 喜欢 的 一个
1,她 很 不听话 我 很 伤心
2,我 老 喜欢 我 老婆 了
1,你 才 讨厌 好不好
1,哦 讨厌 我 了
1,你 还没有 死样
2,我 喜欢 生物 课 代表
1,唉 你 不 理 我 了
1,还 人家 憋 恶心 我 了
1,你 竟然 骂 我 大叔 我 可是 女 的
6,又 讨厌
2,
1,。 你 怎么 就 死 赖皮 死不赖账 呢 ！
1,不许 这么 讽刺 我
2,我 是 一个 女孩 但是 我 也 喜欢 另外 一个 女孩
6,是 的 这个 名字 真 的 很好听
1,你 老 不 跟 我 好好 聊 不 理 你 了
,也是 好 黑
2,我 喜欢 听 你 笑
2,非常 愉快
1,你 才猪 么么 哒
2,多 漂亮 吧
1,你 是 大 坏蛋 没事 大坏蛋
1,我 不 寂寞 我 要 杀 了 你
1,说 那句话 给 我 退 我 姐 吧 啊 啊 呜 呜 呜 呜 呜 呜 呜 呜
1,那 你 直播 废话 吗 那样 没有 这样 没有
2,嘻嘻 动力 好好玩 有
1,死 出 黏
1,我 真是 笑 喷 了
1,你 这么 坏 我 打 我 不想 一 打
,那 你 发 一个 死 了 都 过来
1,哎呀 好 的 废话 别 那么多
2,你 叫 什么 名字 你好 可爱
1,快点唱吧 别 废话 那么多
2,我 今天 好 激动 啊 今天 好 激动 啊 你
1,创新 心 累操 心心 累
1,不 玩 了 ， 不 好玩
1,把 我 给 惹毛 了 我
6,要不要 费用 你 是不是 骗 我
2,喜欢 tfb 40
1,嘻嘻 动力 好好玩 有
1,我 也想 活命 ， 不要 诅咒 我 死
2,他 是 男 的 ， 我 也是 男 的 ， 可 我 喜欢 他 。
2,
1,有 啊 大 傻子
1,我 的 心情 很糟糕
1,不 和 你 扯 了 ， 再见
2,东营 美
1,
1,我 真 打 你
2,
2,超 好看 的
1,啊 哈哈 哈 我 哭 ，
,哈哈 骗 你 辣 我 初二 哦
2,不 是 ， 我 爱 的 是 你 啦
1,我 是 明星 哎 死 了 baby
1,我 失恋 了 我 失恋 了 我 失恋 了 我 好 伤心
1,哼 你 这个 骄傲 鬼
2,一讲一个 很 好笑 很好笑 很好笑 很好笑
1,你 为什么 不 让 我 这次 去 戛纳
1,伦 家 就 讨厌 你
2,我喜欢伱
1,你 才 有 了 你 是 个 大
1,你 这个 机器人 比 别 的 机器人 令人 讨厌
1,绝交 ！ 不 喜欢 你 了
1,你 别 老是 让 我 点 进去 好不好
1,牛 再 这样的话 我 可 真 就 不 和 你 说话 了
2,你 可 真够 搞笑
,没关系 反正 你 也 不敢 骂 我
1,你 再 这样 我 不要 你 个 秘书 了
2,我 的 帅 了 吧 我 爱 东西
1,那 你 就是 猪 了
1,好 呗 两年 真 个 傻妞
1,遵义 太 无聊 了 吧
1,你 怎么 长 的 这样 丑 我 两个 蓝眼 的 我们 都是 黑眼睛
1,昨天晚上 生 老公 气 ， 不 给 我 暖手 ， 气 的 我 说 了 句 气 话说 让 别 的 男 的 给暖手 ！ 他 生气 了 怎么 办 ？
2,真 好玩儿 你 说 七 的 鸭子 都 很好玩儿 哦
1,我 就不 抹嘴 你 不 说 我 就 一直 求
1,
2,亲爱的那你给我 打电话 好 吗
1,你 居然 自己 骂 自己 真 好笑
1,哼 不 想你 玩
1,废话 太多 了 你
1,我 说 的 你 又 没有
2,嗯 你 找 的 歌曲 真棒
2,你 在哪里 了 我 真 的 很 想 与 你 亲嘴
1,那 你 说 你 我 是 你 的 老婆 我 根本 就 呀 你 这个 老头
2,我 喜欢 吃 猪大肠
1,我 不看 你 找 错 了
2,你 反应 的 速度 太 快 了
1,你 真是 个 没用 的 家伙
1,可 恶错 啦 错 啦
1,我 骂 你 我 是 给 你 面子
6,我 从来 都 不 喜欢 羞涩 的 人面 吃 吧 你
1,你 帅 个 毛
2,我 把 你 搞 成 很 帅 很 牛 的 没
2,哈哈 好 ok 我 当年
2,我 家 没 人 ， 要不 你 来 陪伴 我 呗
1,我 很 伤心 。
1,挺 烦 我 还是 蛮 的 还会 我 话
2,当然 ， 亲亲 ， 也 祝福 您 。
2,哦 ， 对 了 ， 我喜欢 呵呵
1,鄙视 毛 意思
2,hi 大萌大萌 的
2,我 突然 喜欢 一个 妹子 ，
1,你 是 一个 臭 猪
2,我 当然 也 跟 想你 啦 ！ 啵 ！
1,那 是 必须 的 我 就 很 嚣张 我 就 骂 你 咋地 了
